repo_name,smell_code,type,level,year,file_size,loc,owner_type,language,size
filo-movie/filomovie,DL3008,DL,warning,2021,660,11,Organization,Python,16479
filo-movie/filomovie,DL3042,DL,warning,2021,660,11,Organization,Python,16479
filo-movie/filomovie,DL3025,DL,warning,2021,660,11,Organization,Python,16479
ABeltramo/soundbot-gui,DL3004,DL,error,2021,832,22,User,TypeScript,2459
ABeltramo/soundbot-gui,DL3018,DL,warning,2021,832,22,User,TypeScript,2459
ABeltramo/soundbot-gui,DL3018,DL,warning,2021,832,22,User,TypeScript,2459
frasercl/MMGIS,DL3008,DL,warning,2021,471,11,User,JavaScript,82942
HBPMedical/DataQualityControlTool,DL3008,DL,warning,2021,401,7,Organization,Python,102566
HBPMedical/DataQualityControlTool,DL3042,DL,warning,2021,401,7,Organization,Python,102566
ghostplant/antares,DL4000,DL,error,2020,2282,34,User,Python,1176
ghostplant/antares,DL3027,DL,warning,2020,2282,34,User,Python,1176
ghostplant/antares,DL4006,DL,warning,2020,2282,34,User,Python,1176
ghostplant/antares,DL3027,DL,warning,2020,2282,34,User,Python,1176
ghostplant/antares,DL3008,DL,warning,2020,2282,34,User,Python,1176
ghostplant/antares,SC2039,SC,warning,2020,2282,34,User,Python,1176
ghostplant/antares,DL3013,DL,warning,2020,2282,34,User,Python,1176
ghostplant/antares,DL3042,DL,warning,2020,2282,34,User,Python,1176
ghostplant/antares,DL3003,DL,warning,2020,2282,34,User,Python,1176
ghostplant/antares,DL3020,DL,error,2020,2282,34,User,Python,1176
ghostplant/antares,DL3003,DL,warning,2020,2282,34,User,Python,1176
shivapoudyal/docker-tut,DL3006,DL,warning,2020,814,7,User,Python,19
kwoodson/machine-config-operator,DL3003,DL,warning,2021,846,12,User,Go,34898
Informasjonsforvaltning/fdk-portal,DL3016,DL,warning,2021,1000,31,Organization,TypeScript,313774
Informasjonsforvaltning/user-api,DL3045,DL,warning,2021,200,6,Organization,Kotlin,110
Informasjonsforvaltning/user-api,DL3025,DL,warning,2021,200,6,Organization,Kotlin,110
Informasjonsforvaltning/concept-catalogue-gui,DL3018,DL,warning,2021,1174,33,Organization,TypeScript,5985
Informasjonsforvaltning/concept-catalogue-gui,DL3016,DL,warning,2021,1174,33,Organization,TypeScript,5985
Informasjonsforvaltning/records-of-processing-activities,DL3020,DL,error,2021,224,6,Organization,Kotlin,899
Informasjonsforvaltning/records-of-processing-activities,DL3025,DL,warning,2021,224,6,Organization,Kotlin,899
Informasjonsforvaltning/fdk-reference-data,DL3025,DL,warning,2021,606,17,Organization,Java,10936
zshiningstar/yolov5,DL3027,DL,warning,2021,1984,11,User,Python,9754
zshiningstar/yolov5,DL3045,DL,warning,2021,1984,11,User,Python,9754
zshiningstar/yolov5,DL3042,DL,warning,2021,1984,11,User,Python,9754
zshiningstar/yolov5,DL3013,DL,warning,2021,1984,11,User,Python,9754
zshiningstar/yolov5,DL3042,DL,warning,2021,1984,11,User,Python,9754
zshiningstar/yolov5,DL3013,DL,warning,2021,1984,11,User,Python,9754
zshiningstar/yolov5,DL3042,DL,warning,2021,1984,11,User,Python,9754
CryptoKasm/NineChronicles,DL3008,DL,warning,2021,1055,30,Organization,C#,954064
CryptoKasm/NineChronicles,DL3027,DL,warning,2021,1055,30,Organization,C#,954064
madosuki/voicevox,DL4006,DL,warning,2021,312,12,User,TypeScript,12316
alvyfz/ca-myproperty,DL3007,DL,warning,2021,202,11,User,Go,117
lolwolfey/CSE442-Project,DL3042,DL,warning,2021,218,7,User,Python,537
lolwolfey/CSE442-Project,DL3025,DL,warning,2021,218,7,User,Python,537
RDPerera/ProjectX,DL3027,DL,warning,2021,1984,11,User,Python,355
RDPerera/ProjectX,DL3045,DL,warning,2021,1984,11,User,Python,355
RDPerera/ProjectX,DL3042,DL,warning,2021,1984,11,User,Python,355
RDPerera/ProjectX,DL3013,DL,warning,2021,1984,11,User,Python,355
RDPerera/ProjectX,DL3042,DL,warning,2021,1984,11,User,Python,355
RDPerera/ProjectX,DL3013,DL,warning,2021,1984,11,User,Python,355
RDPerera/ProjectX,DL3042,DL,warning,2021,1984,11,User,Python,355
Pearson-Advance/edx-platform,DL3027,DL,warning,,2616,72,Organization,Python,1317691
Pearson-Advance/edx-platform,DL3042,DL,warning,,2616,72,Organization,Python,1317691
Pearson-Advance/edx-platform,DL3042,DL,warning,,2616,72,Organization,Python,1317691
Pearson-Advance/edx-platform,DL3025,DL,warning,,2616,72,Organization,Python,1317691
Pearson-Advance/edx-platform,DL3042,DL,warning,,2616,72,Organization,Python,1317691
Pearson-Advance/edx-platform,DL3013,DL,warning,,2616,72,Organization,Python,1317691
Pearson-Advance/edx-platform,DL3025,DL,warning,,2616,72,Organization,Python,1317691
Pearson-Advance/edx-platform,DL3025,DL,warning,,2616,72,Organization,Python,1317691
Pearson-Advance/edx-platform,DL3013,DL,warning,,2616,72,Organization,Python,1317691
Pearson-Advance/edx-platform,DL3042,DL,warning,,2616,72,Organization,Python,1317691
Pearson-Advance/edx-platform,DL3025,DL,warning,,2616,72,Organization,Python,1317691
kaosagnt/boot2docker-xfs-ng,DL3008,DL,warning,2021,18487,403,User,Shell,2220
kaosagnt/boot2docker-xfs-ng,SC2155,SC,warning,2021,18487,403,User,Shell,2220
kaosagnt/boot2docker-xfs-ng,DL3003,DL,warning,2021,18487,403,User,Shell,2220
kaosagnt/boot2docker-xfs-ng,SC2164,SC,warning,2021,18487,403,User,Shell,2220
kaosagnt/boot2docker-xfs-ng,DL3020,DL,error,2021,18487,403,User,Shell,2220
kaosagnt/boot2docker-xfs-ng,DL3008,DL,warning,2021,18487,403,User,Shell,2220
arc42/docs.arc42.org-site,DL3007,DL,warning,2021,302,11,Organization,SCSS,15935
arc42/docs.arc42.org-site,DL3045,DL,warning,2021,302,11,Organization,SCSS,15935
arc42/docs.arc42.org-site,DL3018,DL,warning,2021,302,11,Organization,SCSS,15935
arc42/docs.arc42.org-site,DL3028,DL,warning,2021,302,11,Organization,SCSS,15935
vlang/v,DL3008,DL,warning,2021,668,19,Organization,V,44480
dcblack/systemc-complete,DL3007,DL,warning,2020,3574,99,User,Perl,235
dcblack/systemc-complete,DL3008,DL,warning,2020,3574,99,User,Perl,235
dcblack/systemc-complete,DL3008,DL,warning,2020,3574,99,User,Perl,235
dcblack/systemc-complete,DL3008,DL,warning,2020,3574,99,User,Perl,235
dcblack/systemc-complete,DL3008,DL,warning,2020,3574,99,User,Perl,235
dcblack/systemc-complete,DL3042,DL,warning,2020,3574,99,User,Perl,235
dcblack/systemc-complete,DL3013,DL,warning,2020,3574,99,User,Perl,235
dcblack/systemc-complete,DL4006,DL,warning,2020,3574,99,User,Perl,235
michaelahli/postgre-scheduler,DL3018,DL,warning,2021,290,11,User,Go,27
michaelahli/postgre-scheduler,DL3018,DL,warning,2021,290,11,User,Go,27
michaelahli/postgre-scheduler,DL3018,DL,warning,2021,290,11,User,Go,27
epistoteles/Modergator,DL3008,DL,warning,2021,280,8,User,Python,108131
epistoteles/Modergator,DL3013,DL,warning,2021,280,8,User,Python,108131
epistoteles/Modergator,DL3042,DL,warning,2021,280,8,User,Python,108131
CodeProcessor/DeepLab-Training-Pipeline,DL3008,DL,warning,2021,721,12,User,Python,567
CodeProcessor/DeepLab-Training-Pipeline,DL3042,DL,warning,2021,721,12,User,Python,567
CodeProcessor/DeepLab-Training-Pipeline,DL3013,DL,warning,2021,721,12,User,Python,567
CodeProcessor/DeepLab-Training-Pipeline,DL3003,DL,warning,2021,721,12,User,Python,567
tanakahk/Backend-Studies,DL3027,DL,warning,2021,229,4,User,JavaScript,328
tanakahk/full-stack-API,DL3027,DL,warning,2021,86,4,User,JavaScript,268
finiam/rails-starter,DL3018,DL,warning,2021,954,34,Organization,Ruby,6942
finiam/rails-starter,DL3028,DL,warning,2021,954,34,Organization,Ruby,6942
finiam/rails-starter,DL3025,DL,warning,2021,954,34,Organization,Ruby,6942
materials-commons/materialscommons,DL3008,DL,warning,2020,387,9,Organization,PHP,16807
materials-commons/materialscommons,DL4006,DL,warning,2020,387,9,Organization,PHP,16807
materials-commons/materialscommons,DL3025,DL,warning,2020,387,9,Organization,PHP,16807
TheresNoGit/TheresNoDiscordBot,DL3027,DL,warning,2021,357,10,Organization,Python,149
TheresNoGit/TheresNoDiscordBot,DL3027,DL,warning,2021,357,10,Organization,Python,149
TheresNoGit/TheresNoDiscordBot,DL3020,DL,error,2021,357,10,Organization,Python,149
TheresNoGit/TheresNoDiscordBot,DL3042,DL,warning,2021,357,10,Organization,Python,149
ngi-nix/cwe_checker,DL4006,DL,warning,2021,884,18,Organization,Rust,7815
ngi-nix/cwe_checker,DL3008,DL,warning,2021,884,18,Organization,Rust,7815
ngi-nix/cwe_checker,DL4006,DL,warning,2021,884,18,Organization,Rust,7815
ngi-nix/cwe_checker,DL3004,DL,error,2021,884,18,Organization,Rust,7815
CiscoDevNet/sastre,DL3013,DL,warning,2020,619,16,Organization,Python,580
CiscoDevNet/sastre,DL3018,DL,warning,2020,619,16,Organization,Python,580
nonnil/TorCi,DL4000,DL,error,2021,746,12,User,Nim,11014
nonnil/TorCi,DL3018,DL,warning,2021,746,12,User,Nim,11014
nonnil/TorCi,DL4006,DL,warning,2021,746,12,User,Nim,11014
1nf1nateL00p3r/jackhammer,DL3008,DL,warning,2019,898,21,User,Java,66964
1nf1nateL00p3r/jackhammer,DL3008,DL,warning,2019,898,21,User,Java,66964
1nf1nateL00p3r/jackhammer,DL4006,DL,warning,2019,898,21,User,Java,66964
1nf1nateL00p3r/jackhammer,DL3025,DL,warning,2019,898,21,User,Java,66964
lushenle/cse546-project3,DL3008,DL,warning,2021,2398,27,User,Python,12
lushenle/cse546-project3,DL3008,DL,warning,2021,2398,27,User,Python,12
lushenle/cse546-project3,DL3020,DL,error,2021,2398,27,User,Python,12
kofj/docs,DL3008,DL,warning,2020,1889,42,User,Shell,54909
tustustushar/MUSIC,DL3027,DL,warning,2021,344,12,User,Python,448
tustustushar/MUSIC,DL3027,DL,warning,2021,344,12,User,Python,448
tustustushar/MUSIC,DL3042,DL,warning,2021,344,12,User,Python,448
tustustushar/MUSIC,DL3013,DL,warning,2021,344,12,User,Python,448
tustustushar/MUSIC,DL4006,DL,warning,2021,344,12,User,Python,448
tustustushar/MUSIC,DL3008,DL,warning,2021,344,12,User,Python,448
tustustushar/MUSIC,DL3042,DL,warning,2021,344,12,User,Python,448
tustustushar/MUSIC,DL3025,DL,warning,2021,344,12,User,Python,448
ValterH/opencv_aws_lambda_windows,DL3006,DL,warning,2021,1231,25,User,Dockerfile,43797
ValterH/opencv_aws_lambda_windows,DL3032,DL,warning,2021,1231,25,User,Dockerfile,43797
ValterH/opencv_aws_lambda_windows,DL3033,DL,warning,2021,1231,25,User,Dockerfile,43797
ValterH/opencv_aws_lambda_windows,DL3033,DL,warning,2021,1231,25,User,Dockerfile,43797
ValterH/opencv_aws_lambda_windows,DL3032,DL,warning,2021,1231,25,User,Dockerfile,43797
ValterH/opencv_aws_lambda_windows,DL3042,DL,warning,2021,1231,25,User,Dockerfile,43797
ValterH/opencv_aws_lambda_windows,DL3013,DL,warning,2021,1231,25,User,Dockerfile,43797
ValterH/opencv_aws_lambda_windows,DL3042,DL,warning,2021,1231,25,User,Dockerfile,43797
ValterH/opencv_aws_lambda_windows,DL3042,DL,warning,2021,1231,25,User,Dockerfile,43797
ValterH/opencv_aws_lambda_windows,DL3013,DL,warning,2021,1231,25,User,Dockerfile,43797
ValterH/opencv_aws_lambda_windows,DL3042,DL,warning,2021,1231,25,User,Dockerfile,43797
poziom-szczepien/poziom-szczepien.github.io,DL3008,DL,warning,2021,200,11,User,JavaScript,16008
poziom-szczepien/poziom-szczepien.github.io,DL3016,DL,warning,2021,200,11,User,JavaScript,16008
calendso/docker,DL3018,DL,warning,2021,833,24,Organization,Shell,54
NeilBrandon/Node-RED-Docker,DL3008,DL,warning,2019,1090,34,User,JavaScript,32
NeilBrandon/Node-RED-Docker,DL3008,DL,warning,2019,1090,34,User,JavaScript,32
clandestine-condor/reviews-service,DL3045,DL,warning,2021,547,4,Organization,JavaScript,33
PixelExperience/wiki,DL3020,DL,error,2021,247,9,Organization,SCSS,101623
PixelExperience/wiki,DL3020,DL,error,2021,247,9,Organization,SCSS,101623
PixelExperience/wiki,DL3028,DL,warning,2021,247,9,Organization,SCSS,101623
PixelExperience/wiki,DL3025,DL,warning,2021,247,9,Organization,SCSS,101623
eduardocerqueira/janitor,DL3032,DL,warning,2021,659,19,User,Python,131
eduardocerqueira/janitor,DL3033,DL,warning,2021,659,19,User,Python,131
eduardocerqueira/janitor,DL3013,DL,warning,2021,659,19,User,Python,131
eduardocerqueira/janitor,DL3042,DL,warning,2021,659,19,User,Python,131
eduardocerqueira/janitor,DL3042,DL,warning,2021,659,19,User,Python,131
eduardocerqueira/janitor,DL3013,DL,warning,2021,659,19,User,Python,131
eduardocerqueira/janitor,DL3042,DL,warning,2021,659,19,User,Python,131
eduardocerqueira/janitor,DL4006,DL,warning,2021,659,19,User,Python,131
eduardocerqueira/seeker,DL3006,DL,warning,2021,1245,28,User,Python,1971
eduardocerqueira/seeker,DL4006,DL,warning,2021,1245,28,User,Python,1971
eduardocerqueira/seeker,DL3013,DL,warning,2021,1245,28,User,Python,1971
eduardocerqueira/seeker,DL3013,DL,warning,2021,1245,28,User,Python,1971
eduardocerqueira/seeker,DL3013,DL,warning,2021,1245,28,User,Python,1971
eduardocerqueira/seeker,DL3000,DL,error,2021,1245,28,User,Python,1971
eduardocerqueira/seeker,DL4006,DL,warning,2021,1245,28,User,Python,1971
eduardocerqueira/seeker,DL3000,DL,error,2021,1245,28,User,Python,1971
eduardocerqueira/seeker,DL3025,DL,warning,2021,1245,28,User,Python,1971
patrocinio/jmeter-ibmmq,DL4000,DL,error,2021,1990,30,User,Java,7972
patrocinio/jmeter-ibmmq,DL3018,DL,warning,2021,1990,30,User,Java,7972
patrocinio/jmeter-ibmmq,DL3025,DL,warning,2021,1990,30,User,Java,7972
raghavTinker/Github-Visualizer,DL3045,DL,warning,2021,891,10,User,Python,212
raghavTinker/Github-Visualizer,DL3042,DL,warning,2021,891,10,User,Python,212
VKCOM/kphp,DL3008,DL,warning,2020,747,13,Organization,C++,31522
VKCOM/kphp,DL4006,DL,warning,2020,747,13,Organization,C++,31522
project-oak/oak,DL3008,DL,warning,2021,14258,199,Organization,Rust,94719
project-oak/oak,DL3008,DL,warning,2021,14258,199,Organization,Rust,94719
project-oak/oak,DL3008,DL,warning,2021,14258,199,Organization,Rust,94719
Mmasson-01/udemy-docker,DL3006,DL,warning,2021,325,9,User,JavaScript,31
jchima/container-ci-demo,DL3045,DL,warning,2021,189,4,User,Java,215
bert-w/version-comparison-heatmap,DL3007,DL,warning,2021,862,19,User,JavaScript,25
bert-w/version-comparison-heatmap,DL3008,DL,warning,2021,862,19,User,JavaScript,25
f1nal3/Juniorgram,DL3006,DL,warning,2021,123,4,User,C++,4188
verywitted/mediapipe-1,DL3007,DL,warning,2019,2044,34,User,C++,208000
verywitted/mediapipe-1,DL4000,DL,error,2019,2044,34,User,C++,208000
verywitted/mediapipe-1,DL3008,DL,warning,2019,2044,34,User,C++,208000
verywitted/mediapipe-1,DL3013,DL,warning,2019,2044,34,User,C++,208000
verywitted/mediapipe-1,DL3042,DL,warning,2019,2044,34,User,C++,208000
verywitted/mediapipe-1,DL3042,DL,warning,2019,2044,34,User,C++,208000
verywitted/mediapipe-1,DL3013,DL,warning,2019,2044,34,User,C++,208000
Filum-AI/filum-java-sdk,DL3025,DL,warning,2021,67,4,Organization,Java,45096
eoinmcafee00/HelloWorldCore,DL1000,DL,error,2021,537,15,User,Dockerfile,97
akshaysu12/gdc-pipeline,DL3008,DL,warning,2021,1839,34,User,Python,10
brandond/rke2,DL3008,DL,warning,2020,2261,45,User,None,24356
brandond/rke2,DL3008,DL,warning,2020,2261,45,User,None,24356
brandond/rke2,DL4006,DL,warning,2020,2261,45,User,None,24356
brandond/rke2,SC2046,SC,warning,2020,2261,45,User,None,24356
brecke/Hilary,DL3018,DL,warning,2021,2409,39,User,JavaScript,32164
brecke/Hilary,DL3018,DL,warning,2021,2409,39,User,JavaScript,32164
PerchunPak/PingerBotTEST,DL3006,DL,warning,2021,178,7,User,Python,155
PerchunPak/PingerBot,DL3006,DL,warning,2021,178,7,User,Python,596
noemission/mongo-s3-dumper,DL3013,DL,warning,2021,262,9,User,Shell,2
noemission/mongo-s3-dumper,DL3018,DL,warning,2021,262,9,User,Shell,2
noemission/mongo-s3-dumper,DL3042,DL,warning,2021,262,9,User,Shell,2
noemission/mongo-s3-dumper,DL3025,DL,warning,2021,262,9,User,Shell,2
usaginotsuki/avatarify-open-fork,DL3008,DL,warning,2021,1882,26,User,Python,15136
usaginotsuki/avatarify-open-fork,DL3013,DL,warning,2021,1882,26,User,Python,15136
usaginotsuki/avatarify-open-fork,DL3042,DL,warning,2021,1882,26,User,Python,15136
usaginotsuki/avatarify-open-fork,DL3003,DL,warning,2021,1882,26,User,Python,15136
usaginotsuki/avatarify-open-fork,DL3042,DL,warning,2021,1882,26,User,Python,15136
jhassine/server-ip-addresses,DL3018,DL,warning,2020,115,5,User,Shell,1904
jhassine/server-ip-addresses,DL3045,DL,warning,2020,115,5,User,Shell,1904
verrazzano/istio-coredns-plugin,DL3006,DL,warning,2021,207,4,Organization,Go,41063
verrazzano/istio-coredns-plugin,DL3008,DL,warning,2021,207,4,Organization,Go,41063
verrazzano/istio-coredns-plugin,DL3020,DL,error,2021,207,4,Organization,Go,41063
verrazzano/istio-coredns-plugin,DL3025,DL,warning,2021,207,4,Organization,Go,41063
rebeccaringuette/Kamodo,DL3007,DL,warning,2021,1282,12,User,Jupyter Notebook,59728
rebeccaringuette/Kamodo,DL3042,DL,warning,2021,1282,12,User,Jupyter Notebook,59728
rebeccaringuette/Kamodo,DL3013,DL,warning,2021,1282,12,User,Jupyter Notebook,59728
rebeccaringuette/Kamodo,DL3013,DL,warning,2021,1282,12,User,Jupyter Notebook,59728
rebeccaringuette/Kamodo,DL3042,DL,warning,2021,1282,12,User,Jupyter Notebook,59728
rebeccaringuette/Kamodo,DL3000,DL,error,2021,1282,12,User,Jupyter Notebook,59728
LinkSake/technical-challenge,DL3008,DL,warning,2021,1142,24,User,Ruby,732
LinkSake/technical-challenge,DL3016,DL,warning,2021,1142,24,User,Ruby,732
LinkSake/technical-challenge,DL3008,DL,warning,2021,1142,24,User,Ruby,732
ksimon1/ssp-operator,DL3006,DL,warning,2021,853,21,User,Go,14377
maximmacari/Fluent_Vapor,DL3005,DL,error,2021,2184,24,User,Swift,13
maximmacari/Fluent_Vapor,DL3005,DL,error,2021,2184,24,User,Swift,13
ameyp/dotfiles,DL3008,DL,warning,2018,549,16,User,Emacs Lisp,228
ameyp/dotfiles,DL3020,DL,error,2018,549,16,User,Emacs Lisp,228
highperformancecoder/minsky,DL3006,DL,warning,2020,332,5,User,C++,84438
highperformancecoder/minsky,DL3003,DL,warning,2020,332,5,User,C++,84438
GiyoMoon/WitchTrade-FE,DL3018,DL,warning,2021,1055,27,Organization,TypeScript,3311
ClaudePlos/nap_cash_registers,DL3020,DL,error,2021,123,4,User,JavaScript,3719
03k64/quiche,DL3008,DL,warning,2021,1124,27,User,Rust,17387
03k64/quiche,DL3007,DL,warning,2021,1124,27,User,Rust,17387
03k64/quiche,DL3008,DL,warning,2021,1124,27,User,Rust,17387
03k64/quiche,DL3007,DL,warning,2021,1124,27,User,Rust,17387
nhuanluong/livekit-server,DL3006,DL,warning,2021,644,14,User,Go,1715
metridoc/metridoc-rails,DL4006,DL,warning,2021,1776,34,Organization,HTML,7757
metridoc/metridoc-rails,DL3008,DL,warning,2021,1776,34,Organization,HTML,7757
metridoc/metridoc-rails,DL4006,DL,warning,2021,1776,34,Organization,HTML,7757
metridoc/metridoc-rails,DL4001,DL,warning,2021,1776,34,Organization,HTML,7757
metridoc/metridoc-rails,DL3028,DL,warning,2021,1776,34,Organization,HTML,7757
metridoc/metridoc-rails,DL3002,DL,warning,2021,1776,34,Organization,HTML,7757
hanin77/javascript-functions,DL3020,DL,error,2019,187,9,User,JavaScript,264
Teslow/apps,DL3008,DL,warning,2020,823,18,User,None,161619
Teslow/apps,DL4006,DL,warning,2020,823,18,User,None,161619
Teslow/apps,DL3008,DL,warning,2020,823,18,User,None,161619
Teslow/apps,DL3016,DL,warning,2020,823,18,User,None,161619
Teslow/apps,DL3018,DL,warning,2020,823,18,User,None,161619
mcclurec/homer,DL3018,DL,warning,2021,789,22,User,Vue,4263
GadaleanIuliaGabriela/Emergya,DL3008,DL,warning,2021,687,22,User,PHP,1195
yearn/yearn-exporter,DL3020,DL,error,2021,207,7,Organization,Python,594
yearn/yearn-exporter,DL3042,DL,warning,2021,207,7,Organization,Python,594
yearn/yearn-exporter,DL3020,DL,error,2021,207,7,Organization,Python,594
minswap/private-alonzo-testnet,DL3008,DL,warning,2021,460,14,Organization,Shell,592
minswap/private-alonzo-testnet,DL3008,DL,warning,2021,460,14,Organization,Shell,592
alexyao2015/Nextcloud-Docker,DL3018,DL,warning,2021,1206,45,User,Dockerfile,85
alexyao2015/Nextcloud-Docker,DL3018,DL,warning,2021,1206,45,User,Dockerfile,85
alexyao2015/Nextcloud-Docker,DL4006,DL,warning,2021,1206,45,User,Dockerfile,85
d-r-e/woody_woodpacker,DL3027,DL,warning,2021,767,11,User,C,352
d-r-e/woody_woodpacker,DL3027,DL,warning,2021,767,11,User,C,352
d-r-e/woody_woodpacker,DL3027,DL,warning,2021,767,11,User,C,352
d-r-e/woody_woodpacker,DL3027,DL,warning,2021,767,11,User,C,352
d-r-e/woody_woodpacker,DL3025,DL,warning,2021,767,11,User,C,352
anssilap/qmk_firmware,DL3006,DL,warning,2019,101,5,User,C,179149
anssilap/qmk_firmware,DL3025,DL,warning,2019,101,5,User,C,179149
apoclyps/reviews,DL3045,DL,warning,2021,502,9,User,Python,1253
apoclyps/reviews,DL3013,DL,warning,2021,502,9,User,Python,1253
apoclyps/reviews,DL3042,DL,warning,2021,502,9,User,Python,1253
madgeek-arc/resource-catalogue-ui-openaire,DL3018,DL,warning,2020,455,13,Organization,HTML,55072
madgeek-arc/Statistic-chart-generator,DL3027,DL,warning,2021,1019,18,Organization,Java,449
madgeek-arc/Statistic-chart-generator,DL3027,DL,warning,2021,1019,18,Organization,Java,449
madgeek-arc/resource-catalogue,SC2039,SC,warning,2021,919,15,Organization,Java,4202
madgeek-arc/resource-catalogue,SC2039,SC,warning,2021,919,15,Organization,Java,4202
madgeek-arc/resource-catalogue,DL4000,DL,error,2021,919,15,Organization,Java,4202
pganalyze/collector,DL4000,DL,error,2021,1074,25,Organization,Go,22525
pganalyze/collector,DL3018,DL,warning,2021,1074,25,Organization,Go,22525
openoereb/oereb_client,DL3018,DL,warning,2021,1625,41,Organization,JavaScript,9100
openoereb/oereb_client,DL3018,DL,warning,2021,1625,41,Organization,JavaScript,9100
BethanyG/python-test-runner,DL3042,DL,warning,2021,338,11,User,Python,180
BethanyG/python-test-runner,DL3008,DL,warning,2021,338,11,User,Python,180
veramolabs/neptune-discord-agent,DL3020,DL,error,2021,119,7,Organization,TypeScript,261
hashgraph/hedera-services,DL3008,DL,warning,2021,2751,40,Organization,Java,150584
hashgraph/hedera-services,DL3008,DL,warning,2021,2751,40,Organization,Java,150584
hashgraph/hedera-services,DL4006,DL,warning,2021,2751,40,Organization,Java,150584
codeforjapan/mynumbercard_statistics,DL3013,DL,warning,2021,463,15,Organization,Python,10543
codeforjapan/mynumbercard_statistics,DL3042,DL,warning,2021,463,15,Organization,Python,10543
codeforjapan/mynumbercard_statistics,DL3008,DL,warning,2021,463,15,Organization,Python,10543
codeforjapan/mynumbercard_statistics,DL3045,DL,warning,2021,463,15,Organization,Python,10543
Nordix/Meridio-Operator,DL3006,DL,warning,2021,755,18,Organization,Go,850
Nordix/Meridio-Operator,DL3006,DL,warning,2021,755,18,Organization,Go,850
Nordix/cmd-nse-icmp-responder,DL4006,DL,warning,2021,805,22,Organization,Go,621
Nordix/cmd-nse-icmp-responder,DL3025,DL,warning,2021,805,22,Organization,Go,621
Nordix/cmd-nse-icmp-responder,DL3025,DL,warning,2021,805,22,Organization,Go,621
Nordix/cmd-nse-icmp-responder,DL3006,DL,warning,2021,805,22,Organization,Go,621
Nordix/baremetal-operator,DL3007,DL,warning,2021,1046,20,Organization,Go,60028
Nordix/nfqueue-loadbalancer,DL3027,DL,warning,2021,216,6,Organization,C,825
Nordix/ironic-image,DL3006,DL,warning,2021,2889,47,Organization,Shell,467
Nordix/ironic-image,DL3041,DL,warning,2021,2889,47,Organization,Shell,467
Nordix/ironic-image,DL3040,DL,warning,2021,2889,47,Organization,Shell,467
Nordix/ironic-image,DL3003,DL,warning,2021,2889,47,Organization,Shell,467
Nordix/ironic-image,DL3041,DL,warning,2021,2889,47,Organization,Shell,467
Nordix/ironic-image,SC2046,SC,warning,2021,2889,47,Organization,Shell,467
Nordix/ironic-image,DL3040,DL,warning,2021,2889,47,Organization,Shell,467
Nordix/ironic-image,DL3006,DL,warning,2021,2889,47,Organization,Shell,467
Nordix/cluster-api-provider-metal3,DL3007,DL,warning,2021,1554,22,Organization,Go,71481
seleniumbase/SeleniumBase,DL3008,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL3008,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL4006,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL3008,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL3008,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL4001,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,SC2046,SC,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL3003,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL4006,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL3008,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL3042,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL3013,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL3013,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL3042,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL3013,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL3042,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL3003,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL3042,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL3003,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL4001,DL,warning,2021,3834,68,Organization,Python,13576
seleniumbase/SeleniumBase,DL4001,DL,warning,2021,3834,68,Organization,Python,13576
KOTluishirosagi/Tele-LeechX,DL3027,DL,warning,2021,688,31,User,Python,1254
opensciencegrid/topology,DL3033,DL,warning,2021,1267,29,Organization,Python,11867
Jayaprakash8887/knowledge-platform,DL3018,DL,warning,2019,791,14,User,None,56873
Jayaprakash8887/knowledge-platform,DL3025,DL,warning,2019,791,14,User,None,56873
gcd-cloud-research/eaas_deploy,DL3018,DL,warning,2021,519,16,Organization,Dockerfile,3
gcd-cloud-research/eaas_deploy,DL3000,DL,error,2021,519,16,Organization,Dockerfile,3
gcd-cloud-research/eaas_deploy,DL3000,DL,error,2021,519,16,Organization,Dockerfile,3
torognes/swarm,DL3007,DL,warning,2021,274,13,User,C++,4142
